 0.00000000e+00 -3.33013791e-31  0.00000000e+00  0.00000000e+00 
 8.40000000e-01  7.60966689e-06  8.40000000e-01  5.83191999e-06 
 8.50000000e-01  8.47613438e-06  8.50000000e-01  6.64585297e-06 
 8.60000000e-01  9.39852230e-06  8.60000000e-01  7.50680064e-06 
 8.70000000e-01  1.03758321e-05  8.70000000e-01  8.41381240e-06 
 8.80000000e-01  1.14067714e-05  8.80000000e-01  9.36597100e-06 
 8.90000000e-01  1.24898054e-05  8.90000000e-01  1.03623911e-05 
 9.00000000e-01  1.36232087e-05  9.00000000e-01  1.14022179e-05 
 9.10000000e-01  1.48051139e-05  9.10000000e-01  1.24846259e-05 
 9.20000000e-01  1.60335576e-05  9.20000000e-01  1.36088173e-05 
 9.30000000e-01  1.73065202e-05  9.30000000e-01  1.47740215e-05 
 9.40000000e-01  1.86219614e-05  9.40000000e-01  1.59794934e-05 
 9.50000000e-01  1.99778488e-05  9.50000000e-01  1.72245124e-05 
 9.60000000e-01  2.13721827e-05  9.60000000e-01  1.85083818e-05 
 9.70000000e-01  2.28030137e-05  9.70000000e-01  1.98304273e-05 
 9.80000000e-01  2.42684577e-05  9.80000000e-01  2.11899965e-05 
 9.90000000e-01  2.57667054e-05  9.90000000e-01  2.25864579e-05 
 1.00000000e+00  2.72960294e-05  1.00000000e+00  2.40192000e-05 
 1.01000000e+00  2.88547880e-05  1.01000000e+00  2.54876305e-05 
 1.02000000e+00  3.04414264e-05  1.02000000e+00  2.69911757e-05 
 1.03000000e+00  3.20544770e-05  1.03000000e+00  2.85292796e-05 
 1.04000000e+00  3.36925574e-05  1.04000000e+00  3.01014034e-05 
 1.05000000e+00  3.53543680e-05  1.05000000e+00  3.17070247e-05 
 1.06000000e+00  3.70386883e-05  1.06000000e+00  3.33456370e-05 
 1.07000000e+00  3.87443734e-05  1.07000000e+00  3.50167489e-05 
 1.08000000e+00  4.04703499e-05  1.08000000e+00  3.67198838e-05 
 1.09000000e+00  4.22156112e-05  1.09000000e+00  3.84545791e-05 
 1.10000000e+00  4.39792135e-05  1.10000000e+00  4.02203859e-05 
 1.11000000e+00  4.57602716e-05  1.11000000e+00  4.20168684e-05 
 1.12000000e+00  4.75579547e-05  1.12000000e+00  4.38436034e-05 
 1.13000000e+00  4.93714825e-05  1.13000000e+00  4.57001798e-05 
 1.14000000e+00  5.12001218e-05  1.14000000e+00  4.75861985e-05 
 1.15000000e+00  5.30431824e-05  1.15000000e+00  4.95012715e-05 
 1.16000000e+00  5.49000145e-05  1.16000000e+00  5.14450217e-05 
 1.17000000e+00  5.67700053e-05  1.17000000e+00  5.34170827e-05 
 1.18000000e+00  5.86525762e-05  1.18000000e+00  5.54170982e-05 
 1.19000000e+00  6.05471807e-05  1.19000000e+00  5.74447218e-05 
 1.20000000e+00  6.24533014e-05  1.20000000e+00  5.94996164e-05 
 1.21000000e+00  6.43704482e-05  1.21000000e+00  6.15814544e-05 
 1.22000000e+00  6.62981563e-05  1.22000000e+00  6.36899166e-05 
 1.23000000e+00  6.82359844e-05  1.23000000e+00  6.58246928e-05 
 1.24000000e+00  7.01835127e-05  1.24000000e+00  6.79854809e-05 
 1.25000000e+00  7.21403421e-05  1.25000000e+00  7.01719868e-05 
 1.26000000e+00  7.41060920e-05  1.26000000e+00  7.23839240e-05 
 1.27000000e+00  7.60803996e-05  1.27000000e+00  7.46210138e-05 
 1.28000000e+00  7.80629186e-05  1.28000000e+00  7.68829845e-05 
 1.29000000e+00  8.00533181e-05  1.29000000e+00  7.91695715e-05 
 1.30000000e+00  8.20512815e-05  1.30000000e+00  8.14805169e-05 
 1.31000000e+00  8.40565059e-05  1.31000000e+00  8.38155696e-05 
 1.32000000e+00  8.60687012e-05  1.32000000e+00  8.61744845e-05 
 1.33000000e+00  8.80875892e-05  1.33000000e+00  8.85570229e-05 
 1.34000000e+00  9.01129030e-05  1.34000000e+00  9.09629522e-05 
 1.35000000e+00  9.21443865e-05  1.35000000e+00  9.33920452e-05 
 1.36000000e+00  9.41817936e-05  1.36000000e+00  9.58440806e-05 
 1.37000000e+00  9.62248878e-05  1.37000000e+00  9.83188425e-05 
 1.38000000e+00  9.82734417e-05  1.38000000e+00  1.00816120e-04 
 1.39000000e+00  1.00327237e-04  1.39000000e+00  1.03335708e-04 
 1.40000000e+00  1.02386062e-04  1.40000000e+00  1.05877405e-04 
 1.41000000e+00  1.04449714e-04  1.41000000e+00  1.08441016e-04 
 1.42000000e+00  1.06517998e-04  1.42000000e+00  1.11026350e-04 
 1.43000000e+00  1.08590726e-04  1.43000000e+00  1.13633220e-04 
 1.44000000e+00  1.10667715e-04  1.44000000e+00  1.16261443e-04 
 1.45000000e+00  1.12748791e-04  1.45000000e+00  1.18910842e-04 
 1.46000000e+00  1.14833785e-04  1.46000000e+00  1.21581243e-04 
 1.47000000e+00  1.16922532e-04  1.47000000e+00  1.24272476e-04 
 1.48000000e+00  1.19014876e-04  1.48000000e+00  1.26984375e-04 
 1.49000000e+00  1.21110664e-04  1.49000000e+00  1.29716778e-04 
 1.50000000e+00  1.23209749e-04  1.50000000e+00  1.32469527e-04 
